timestamp,SPY,QQQ,AAPL,MSFT
2025-01-01 10:20:00,99.69,197.51,147.68,246.58
2025-01-01 10:21:00,99.67,197.49,147.68,246.69
2025-01-01 10:22:00,99.63,197.08,147.4,246.31
2025-01-01 10:23:00,99.7,197.11,147.39,246.41
2025-01-01 10:24:00,99.78,196.9,147.46,246.19
2025-01-01 10:25:00,99.84,196.69,147.3,246.05
2025-01-01 10:26:00,99.75,196.76,147.34,246.38
2025-01-01 10:27:00,99.78,197.05,147.51,246.69
2025-01-01 10:28:00,99.84,197.26,147.56,247.04
2025-01-01 10:29:00,99.92,197.12,147.41,246.8
2025-01-01 10:30:00,99.91,197.14,147.38,246.82
2025-01-01 10:31:00,99.75,197.19,147.41,246.94
2025-01-01 10:32:00,99.7,197.42,147.55,247.06
2025-01-01 10:33:00,99.49,197.32,147.44,246.98
2025-01-01 10:34:00,99.56,197.31,147.3,246.81
2025-01-01 10:35:00,99.63,197.03,147.16,246.46
2025-01-01 10:36:00,99.56,196.56,147.11,246.19
2025-01-01 10:37:00,99.72,196.7,147.23,246.43
2025-01-01 10:38:00,99.73,197.11,147.45,246.62
2025-01-01 10:39:00,99.69,197.19,147.49,246.73
2025-01-01 10:40:00,99.72,197.48,147.54,247.05
2025-01-01 10:41:00,99.9,197.67,147.72,247.05
2025-01-01 10:42:00,99.9,197.56,147.64,246.7
2025-01-01 10:43:00,99.99,197.65,147.82,246.77
2025-01-01 10:44:00,99.78,197.89,147.99,247.1
2025-01-01 10:45:00,99.84,197.85,148.12,247.1
2025-01-01 10:46:00,99.77,198.22,148.41,247.44
2025-01-01 10:47:00,99.72,197.82,148.06,246.55
2025-01-01 10:48:00,99.8,197.97,148.2,246.7
2025-01-01 10:49:00,99.64,197.94,148.19,246.69
2025-01-01 10:50:00,99.6,197.88,148.24,246.69
2025-01-01 10:51:00,99.62,197.96,148.26,246.63
2025-01-01 10:52:00,99.75,197.43,147.82,246.34
2025-01-01 10:53:00,99.81,197.16,147.71,246.05
2025-01-01 10:54:00,99.74,197.17,147.75,246.3
2025-01-01 10:55:00,99.72,197.34,147.99,246.64
2025-01-01 10:56:00,99.86,197.19,147.91,246.62
2025-01-01 10:57:00,99.9,197.02,147.88,246.43
2025-01-01 10:58:00,99.84,196.87,147.66,246.45
2025-01-01 10:59:00,99.88,197.2,147.81,246.62
2025-01-01 11:00:00,99.88,197.29,147.72,246.57
2025-01-01 11:01:00,99.98,197.22,147.7,246.61
2025-01-01 11:02:00,99.95,197.38,147.77,246.73
2025-01-01 11:03:00,99.92,197.29,147.81,246.78
2025-01-01 11:04:00,99.91,197.58,147.89,247.17
2025-01-01 11:05:00,99.76,197.44,147.88,246.87
2025-01-01 11:06:00,99.8,197.44,147.91,246.86
2025-01-01 11:07:00,99.72,197.26,147.9,246.69
2025-01-01 11:08:00,99.77,196.81,147.67,246.31
2025-01-01 11:09:00,99.76,196.95,147.76,246.4
2025-01-01 11:10:00,99.67,197.04,147.74,246.28
2025-01-01 11:11:00,99.49,196.95,147.81,246.18
2025-01-01 11:12:00,99.56,196.82,147.89,246.29
2025-01-01 11:13:00,99.47,196.65,147.76,246.05
2025-01-01 11:14:00,99.51,196.45,147.65,245.94
2025-01-01 11:15:00,99.5,196.55,147.62,245.89
2025-01-01 11:16:00,99.71,196.3,147.41,245.65
2025-01-01 11:17:00,99.68,196.33,147.43,245.78
2025-01-01 11:18:00,99.67,196.38,147.52,245.85
2025-01-01 11:19:00,99.76,196.81,147.66,246.35
2025-01-01 11:20:00,99.56,196.79,147.6,246.53
2025-01-01 11:21:00,99.57,196.83,147.62,246.5
2025-01-01 11:22:00,99.62,196.82,147.59,246.67
2025-01-01 11:23:00,99.89,196.34,147.21,246.01
2025-01-01 11:24:00,99.88,196.41,147.24,246.2
2025-01-01 11:25:00,99.93,196.37,147.27,246.17
2025-01-01 11:26:00,100.04,196.83,147.62,246.75
2025-01-01 11:27:00,99.92,196.69,147.53,246.47
2025-01-01 11:28:00,100.05,196.5,147.65,246.49
2025-01-01 11:29:00,100.17,196.48,147.77,246.35
2025-01-01 11:30:00,100.31,196.48,147.56,245.99
2025-01-01 11:31:00,100.28,196.79,147.69,246.25
2025-01-01 11:32:00,100.45,196.93,147.83,246.56
2025-01-01 11:33:00,100.25,197.06,147.92,246.78
2025-01-01 11:34:00,100.39,196.88,147.78,246.59
2025-01-01 11:35:00,100.56,197.22,148.04,246.8
2025-01-01 11:36:00,100.47,196.82,147.69,246.35
2025-01-01 11:37:00,100.38,197.05,147.88,246.71
2025-01-01 11:38:00,100.38,197.55,148.21,247.16
2025-01-01 11:39:00,100.35,197.43,148.03,247.12
2025-01-01 11:40:00,100.21,197.36,147.94,246.95
2025-01-01 11:41:00,100.24,197.38,147.95,246.98
2025-01-01 11:42:00,100.21,197.35,147.75,246.99
2025-01-01 11:43:00,100.28,197.1,147.63,246.76
2025-01-01 11:44:00,100.18,197.08,147.64,246.76
2025-01-01 11:45:00,100.38,196.81,147.52,246.45
2025-01-01 11:46:00,100.36,196.91,147.66,246.56
2025-01-01 11:47:00,100.27,196.89,147.45,246.38
2025-01-01 11:48:00,100.38,197.07,147.71,246.87
2025-01-01 11:49:00,100.29,196.77,147.58,246.68
2025-01-01 11:50:00,100.3,196.72,147.59,246.68
2025-01-01 11:51:00,100.5,196.89,147.55,247.08
2025-01-01 11:52:00,100.33,196.66,147.37,246.82
2025-01-01 11:53:00,100.36,196.73,147.35,246.92
2025-01-01 11:54:00,100.37,196.97,147.58,247.05
2025-01-01 11:55:00,100.45,196.8,147.38,246.33
2025-01-01 11:56:00,100.27,196.68,147.35,246.42
2025-01-01 11:57:00,100.07,196.65,147.34,246.48
2025-01-01 11:58:00,100.2,196.79,147.44,246.61
2025-01-01 11:59:00,100.19,196.39,147.2,246.33
2025-01-01 12:00:00,100.16,196.11,147.06,246.0
2025-01-01 12:01:00,100.09,196.37,147.11,246.27
2025-01-01 12:02:00,99.99,196.43,146.94,246.35
2025-01-01 12:03:00,99.95,196.51,146.95,246.32
2025-01-01 12:04:00,100.06,196.45,146.93,246.53
2025-01-01 12:05:00,100.04,196.26,146.71,246.33
2025-01-01 12:06:00,100.19,196.27,146.65,246.45
2025-01-01 12:07:00,100.35,196.29,146.7,246.47
2025-01-01 12:08:00,100.28,196.28,146.69,246.21
2025-01-01 12:09:00,100.33,196.7,146.99,246.68
2025-01-01 12:10:00,100.11,196.68,147.02,246.8
2025-01-01 12:11:00,100.3,196.47,146.88,246.57
2025-01-01 12:12:00,100.35,196.65,146.94,246.69
2025-01-01 12:13:00,100.18,196.57,146.74,246.23
2025-01-01 12:14:00,100.33,196.88,146.77,246.37
2025-01-01 12:15:00,100.5,197.01,146.82,246.75
2025-01-01 12:16:00,100.65,196.77,146.67,246.51
2025-01-01 12:17:00,100.87,196.83,146.82,246.72
2025-01-01 12:18:00,100.87,196.89,146.87,246.94
2025-01-01 12:19:00,100.84,197.1,146.96,247.06
2025-01-01 12:20:00,100.79,197.57,147.17,247.34
2025-01-01 12:21:00,100.72,197.52,147.18,247.26
2025-01-01 12:22:00,100.72,197.34,146.97,247.01
2025-01-01 12:23:00,100.75,197.18,146.9,246.67
2025-01-01 12:24:00,100.74,196.93,146.71,246.45
2025-01-01 12:25:00,100.81,197.12,146.64,246.49
2025-01-01 12:26:00,100.72,197.03,146.58,246.57
2025-01-01 12:27:00,100.87,197.1,146.59,246.68
2025-01-01 12:28:00,100.79,197.47,146.78,247.11
2025-01-01 12:29:00,101.01,197.47,146.82,247.07
2025-01-01 12:30:00,101.08,197.74,147.11,247.46
2025-01-01 12:31:00,101.06,197.65,147.1,247.33
2025-01-01 12:32:00,101.0,198.17,147.42,247.9
2025-01-01 12:33:00,100.97,198.43,147.49,247.99
2025-01-01 12:34:00,100.9,198.04,147.31,247.71
2025-01-01 12:35:00,101.02,197.98,147.25,247.49
2025-01-01 12:36:00,101.02,197.94,147.23,247.9
2025-01-01 12:37:00,101.0,197.87,147.26,247.76
2025-01-01 12:38:00,100.94,197.97,147.43,247.88
2025-01-01 12:39:00,100.74,198.12,147.64,247.99
2025-01-01 12:40:00,100.7,197.94,147.6,248.03
2025-01-01 12:41:00,100.72,197.82,147.53,247.85
2025-01-01 12:42:00,100.71,197.72,147.47,247.63
2025-01-01 12:43:00,100.6,197.5,147.36,247.22
2025-01-01 12:44:00,100.54,197.69,147.37,247.14
2025-01-01 12:45:00,100.6,197.67,147.27,247.13
2025-01-01 12:46:00,100.51,197.46,147.14,246.96
2025-01-01 12:47:00,100.55,197.5,147.02,246.81
2025-01-01 12:48:00,100.57,197.51,147.05,246.53
2025-01-01 12:49:00,100.52,197.38,146.95,246.38
2025-01-01 12:50:00,100.56,197.59,146.99,246.45
2025-01-01 12:51:00,100.6,197.59,147.03,246.33
2025-01-01 12:52:00,100.71,197.43,146.88,245.93
2025-01-01 12:53:00,100.85,197.37,147.02,245.9
2025-01-01 12:54:00,100.71,197.39,147.04,246.05
2025-01-01 12:55:00,100.62,197.65,147.15,246.24
2025-01-01 12:56:00,100.64,198.01,147.24,246.56
2025-01-01 12:57:00,100.65,197.77,147.1,245.87
2025-01-01 12:58:00,100.64,197.55,147.03,245.53
2025-01-01 12:59:00,101.11,197.65,147.14,245.52
2025-01-01 13:00:00,101.11,197.63,147.3,245.62
2025-01-01 13:01:00,101.19,197.79,147.29,245.68
2025-01-01 13:02:00,101.25,198.64,147.98,246.72
2025-01-01 13:03:00,101.36,198.71,148.18,246.63
2025-01-01 13:04:00,101.31,198.89,148.4,246.92
2025-01-01 13:05:00,101.45,199.11,148.68,247.22
2025-01-01 13:06:00,101.34,199.19,148.65,247.62
2025-01-01 13:07:00,101.33,199.12,148.57,247.48
2025-01-01 13:08:00,101.24,199.49,148.62,247.71
2025-01-01 13:09:00,101.35,199.31,148.56,247.29
2025-01-01 13:10:00,101.53,199.22,148.45,246.94
2025-01-01 13:11:00,101.36,199.06,148.43,246.92
2025-01-01 13:12:00,101.46,199.15,148.55,246.94
2025-01-01 13:13:00,101.31,199.6,148.94,247.66
2025-01-01 13:14:00,101.26,199.16,148.69,247.03
2025-01-01 13:15:00,101.36,199.43,148.72,247.26
2025-01-01 13:16:00,101.37,199.25,148.41,247.09
2025-01-01 13:17:00,101.25,199.09,148.44,247.03
2025-01-01 13:18:00,101.23,199.13,148.66,247.33
2025-01-01 13:19:00,101.41,199.24,148.66,247.35
2025-01-01 13:20:00,101.31,198.96,148.47,246.89
2025-01-01 13:21:00,101.26,198.89,148.21,246.88
2025-01-01 13:22:00,101.26,198.83,148.24,246.97
2025-01-01 13:23:00,101.33,198.77,148.27,246.85
2025-01-01 13:24:00,101.5,198.7,148.21,246.71
2025-01-01 13:25:00,101.65,198.78,148.23,246.58
2025-01-01 13:26:00,101.53,198.65,148.21,246.6
2025-01-01 13:27:00,101.52,198.98,148.43,247.08
2025-01-01 13:28:00,101.48,199.07,148.54,247.42
2025-01-01 13:29:00,101.65,198.73,148.31,246.91
2025-01-01 13:30:00,101.55,198.78,148.34,246.73
2025-01-01 13:31:00,101.53,198.71,148.45,246.67
2025-01-01 13:32:00,101.55,199.07,148.45,246.81
2025-01-01 13:33:00,101.59,198.76,148.41,246.7
2025-01-01 13:34:00,101.43,198.9,148.38,246.68
2025-01-01 13:35:00,101.34,199.01,148.52,246.61
2025-01-01 13:36:00,101.29,199.09,148.68,246.85
2025-01-01 13:37:00,101.19,198.72,148.45,246.82
2025-01-01 13:38:00,101.38,198.64,148.41,246.8
2025-01-01 13:39:00,101.34,198.63,148.2,246.67
2025-01-01 13:40:00,101.23,198.49,148.15,246.65
2025-01-01 13:41:00,101.36,198.99,148.44,247.11
2025-01-01 13:42:00,101.48,198.93,148.54,247.23
2025-01-01 13:43:00,101.6,198.68,148.44,246.79
2025-01-01 13:44:00,101.51,198.73,148.6,247.04
2025-01-01 13:45:00,101.4,199.19,148.93,247.7
2025-01-01 13:46:00,101.61,199.49,149.01,247.85
2025-01-01 13:47:00,101.56,199.14,148.73,247.65
2025-01-01 13:48:00,101.57,198.79,148.75,247.52
2025-01-01 13:49:00,101.65,199.06,149.05,247.72
2025-01-01 13:50:00,101.58,198.96,148.92,247.67
2025-01-01 13:51:00,101.58,199.09,148.99,247.74
2025-01-01 13:52:00,101.28,199.37,149.04,248.03
2025-01-01 13:53:00,101.13,199.08,148.99,247.76
2025-01-01 13:54:00,101.11,199.13,149.03,247.74
2025-01-01 13:55:00,100.91,198.61,148.69,247.0
2025-01-01 13:56:00,101.07,198.23,148.48,246.78
2025-01-01 13:57:00,100.88,198.21,148.41,246.48
2025-01-01 13:58:00,100.8,197.91,148.24,246.03
2025-01-01 13:59:00,100.88,198.23,148.53,246.55
2025-01-01 14:00:00,101.08,197.98,148.3,246.18
2025-01-01 14:01:00,100.96,197.84,148.17,246.01
2025-01-01 14:02:00,101.02,197.8,148.26,245.87
2025-01-01 14:03:00,101.01,198.09,148.53,246.09
2025-01-01 14:04:00,100.97,197.7,148.24,245.49
2025-01-01 14:05:00,101.03,197.82,148.52,245.76
2025-01-01 14:06:00,101.16,197.89,148.61,245.69
2025-01-01 14:07:00,101.12,197.58,148.47,245.33
2025-01-01 14:08:00,101.14,197.74,148.55,245.44
2025-01-01 14:09:00,101.08,197.82,148.62,245.53
2025-01-01 14:10:00,101.1,197.53,148.46,245.64
2025-01-01 14:11:00,101.16,197.48,148.48,245.47
2025-01-01 14:12:00,101.36,197.52,148.26,245.52
2025-01-01 14:13:00,101.28,197.45,148.34,245.67
2025-01-01 14:14:00,101.46,197.53,148.32,245.74
2025-01-01 14:15:00,101.19,197.89,148.67,246.15
2025-01-01 14:16:00,101.08,197.73,148.46,245.79
2025-01-01 14:17:00,101.17,198.12,148.76,246.34
2025-01-01 14:18:00,101.14,197.68,148.43,246.04
2025-01-01 14:19:00,100.97,197.79,148.38,246.08
2025-01-01 14:20:00,100.97,198.08,148.57,246.29
2025-01-01 14:21:00,101.04,198.23,148.43,246.3
2025-01-01 14:22:00,100.98,198.11,148.43,245.97
2025-01-01 14:23:00,101.11,197.99,148.43,245.89
2025-01-01 14:24:00,101.15,197.81,148.27,245.92
2025-01-01 14:25:00,101.08,197.75,148.1,245.59
2025-01-01 14:26:00,101.22,197.96,148.35,245.66
2025-01-01 14:27:00,101.23,198.17,148.33,245.77
2025-01-01 14:28:00,101.33,198.09,148.14,245.48
2025-01-01 14:29:00,101.41,198.12,148.36,245.6
2025-01-01 14:30:00,101.29,198.29,148.43,245.62
2025-01-01 14:31:00,101.28,198.35,148.48,245.66
2025-01-01 14:32:00,101.35,198.44,148.59,245.69
2025-01-01 14:33:00,101.37,198.3,148.39,245.57
2025-01-01 14:34:00,101.4,198.39,148.39,245.28
2025-01-01 14:35:00,101.37,198.84,148.58,245.26
2025-01-01 14:36:00,101.5,199.02,148.71,245.34
2025-01-01 14:37:00,101.44,199.0,148.74,245.42
2025-01-01 14:38:00,101.55,199.08,148.88,245.42
2025-01-01 14:39:00,101.55,199.42,149.07,245.68
2025-01-01 14:40:00,101.53,199.27,148.9,245.54
2025-01-01 14:41:00,101.68,199.56,149.01,245.46
2025-01-01 14:42:00,101.83,199.54,149.14,245.47
2025-01-01 14:43:00,101.95,199.55,149.03,245.47
2025-01-01 14:44:00,102.08,199.83,149.17,245.69
2025-01-01 14:45:00,102.01,200.04,149.32,246.01
2025-01-01 14:46:00,102.03,200.29,149.44,246.07
2025-01-01 14:47:00,101.98,200.49,149.56,246.53
2025-01-01 14:48:00,101.98,200.44,149.65,246.56
2025-01-01 14:49:00,101.96,200.46,149.92,246.69
2025-01-01 14:50:00,101.97,200.44,149.89,246.61
2025-01-01 14:51:00,102.06,200.59,149.87,246.67
2025-01-01 14:52:00,101.98,200.61,149.74,246.79
2025-01-01 14:53:00,102.21,200.8,149.77,246.68
2025-01-01 14:54:00,102.11,200.91,149.94,246.74
2025-01-01 14:55:00,101.89,200.82,149.86,246.66
2025-01-01 14:56:00,101.96,201.13,150.17,247.1
2025-01-01 14:57:00,102.03,200.89,149.97,246.97
2025-01-01 14:58:00,102.04,200.71,149.71,246.88
2025-01-01 14:59:00,102.13,201.03,149.95,247.11
2025-01-01 15:00:00,102.21,201.16,150.13,247.39
2025-01-01 15:01:00,102.18,201.28,150.11,247.41
2025-01-01 15:02:00,102.17,201.25,150.33,247.65
2025-01-01 15:03:00,102.18,201.21,150.37,247.68
2025-01-01 15:04:00,102.29,201.12,150.34,247.51
2025-01-01 15:05:00,102.26,201.2,150.25,247.45
2025-01-01 15:06:00,102.14,201.11,150.04,247.08
2025-01-01 15:07:00,102.09,201.31,150.18,247.38
2025-01-01 15:08:00,102.11,201.28,150.19,247.09
2025-01-01 15:09:00,102.07,201.05,150.21,246.85
2025-01-01 15:10:00,101.99,201.06,150.21,246.88
2025-01-01 15:11:00,102.02,201.18,150.25,247.01
2025-01-01 15:12:00,102.06,201.12,150.09,247.11
2025-01-01 15:13:00,102.07,200.9,150.06,247.03
2025-01-01 15:14:00,102.07,200.73,150.03,247.01
2025-01-01 15:15:00,102.02,200.89,150.18,247.08
2025-01-01 15:16:00,101.74,200.74,150.09,246.95
2025-01-01 15:17:00,101.65,200.56,150.14,246.64
2025-01-01 15:18:00,101.5,200.68,150.22,246.58
2025-01-01 15:19:00,101.47,200.35,149.99,246.15
2025-01-01 15:20:00,101.44,200.17,149.74,245.55
2025-01-01 15:21:00,101.5,200.09,149.61,245.38
2025-01-01 15:22:00,101.62,200.11,149.61,245.3
2025-01-01 15:23:00,101.64,200.04,149.66,245.17
2025-01-01 15:24:00,101.61,200.46,149.84,245.58
2025-01-01 15:25:00,101.37,200.65,149.96,245.88
2025-01-01 15:26:00,101.34,200.59,149.94,245.87
2025-01-01 15:27:00,101.34,200.6,149.78,245.83
2025-01-01 15:28:00,101.29,200.22,149.66,245.65
2025-01-01 15:29:00,101.22,200.25,149.58,245.73
2025-01-01 15:30:00,101.27,200.09,149.45,245.7
2025-01-01 15:31:00,101.46,200.02,149.38,245.68
2025-01-01 15:32:00,101.45,199.71,149.12,245.51
2025-01-01 15:33:00,101.44,199.92,149.1,245.78
2025-01-01 15:34:00,101.57,200.16,149.27,246.09
2025-01-01 15:35:00,101.52,200.3,149.4,246.32
2025-01-01 15:36:00,101.54,200.32,149.42,246.35
2025-01-01 15:37:00,101.5,200.29,149.54,246.53
2025-01-01 15:38:00,101.49,200.1,149.51,246.34
2025-01-01 15:39:00,101.36,200.27,149.55,246.43
2025-01-01 15:40:00,101.36,200.25,149.55,246.21
2025-01-01 15:41:00,101.49,200.22,149.47,246.17
2025-01-01 15:42:00,101.57,200.08,149.47,245.85
2025-01-01 15:43:00,101.59,200.13,149.6,245.87
2025-01-01 15:44:00,101.88,200.35,149.55,246.11
2025-01-01 15:45:00,101.79,200.78,149.69,246.55
2025-01-01 15:46:00,101.85,200.94,149.82,246.5
2025-01-01 15:47:00,101.92,201.24,150.07,247.28
2025-01-01 15:48:00,102.11,201.04,149.99,247.13
2025-01-01 15:49:00,102.12,201.24,150.07,247.25
2025-01-01 15:50:00,102.07,201.18,150.26,247.31
2025-01-01 15:51:00,101.98,201.53,150.67,247.87
2025-01-01 15:52:00,101.88,201.4,150.57,247.59
2025-01-01 15:53:00,101.79,201.23,150.52,247.41
2025-01-01 15:54:00,101.75,201.11,150.51,247.18
2025-01-01 15:55:00,101.78,200.61,150.15,246.61
2025-01-01 15:56:00,101.89,200.48,150.01,246.4
2025-01-01 15:57:00,102.16,200.23,149.9,246.03
2025-01-01 15:58:00,102.26,200.35,149.99,246.09
2025-01-01 15:59:00,102.16,200.52,150.05,246.24
2025-01-01 16:00:00,102.09,200.72,150.22,246.77
2025-01-01 16:01:00,102.11,200.81,150.3,247.11
2025-01-01 16:02:00,102.07,200.55,150.21,247.0
2025-01-01 16:03:00,102.27,200.3,150.06,246.72
2025-01-01 16:04:00,102.37,200.39,150.29,246.94
2025-01-01 16:05:00,102.33,199.98,149.98,246.45
2025-01-01 16:06:00,102.09,200.26,150.3,246.79
2025-01-01 16:07:00,102.18,200.39,150.59,246.96
2025-01-01 16:08:00,102.23,200.32,150.69,246.98
2025-01-01 16:09:00,102.32,199.98,150.4,246.67
2025-01-01 16:10:00,102.1,200.18,150.64,247.07
2025-01-01 16:11:00,102.07,200.18,150.67,247.17
2025-01-01 16:12:00,102.13,200.37,150.87,247.37
2025-01-01 16:13:00,102.17,200.02,150.62,247.02
2025-01-01 16:14:00,102.18,200.07,150.56,246.85
2025-01-01 16:15:00,102.2,200.21,150.37,246.96
2025-01-01 16:16:00,102.02,200.09,150.43,246.96
2025-01-01 16:17:00,102.08,200.08,150.37,246.8
2025-01-01 16:18:00,102.08,200.29,150.45,247.02
2025-01-01 16:19:00,102.12,199.96,150.44,246.86
2025-01-01 16:20:00,102.26,200.01,150.37,246.75
2025-01-01 16:21:00,102.17,200.19,150.36,246.77
2025-01-01 16:22:00,102.04,200.18,150.59,246.76
2025-01-01 16:23:00,102.28,200.23,150.63,246.63
2025-01-01 16:24:00,102.28,200.11,150.42,246.38
2025-01-01 16:25:00,102.25,199.83,150.18,246.08
2025-01-01 16:26:00,102.41,200.14,150.43,246.42
2025-01-01 16:27:00,102.44,200.24,150.5,246.26
2025-01-01 16:28:00,102.64,200.13,150.29,246.04
2025-01-01 16:29:00,102.67,200.3,150.48,246.15
2025-01-01 16:30:00,102.91,200.43,150.45,246.34
2025-01-01 16:31:00,103.15,200.79,150.63,246.5
2025-01-01 16:32:00,103.1,200.78,150.67,246.67
2025-01-01 16:33:00,103.16,201.19,151.01,247.3
2025-01-01 16:34:00,103.17,201.39,151.14,247.62
2025-01-01 16:35:00,103.21,201.39,151.18,247.42
2025-01-01 16:36:00,103.22,201.64,151.35,247.7
2025-01-01 16:37:00,103.23,201.77,151.55,247.76
2025-01-01 16:38:00,103.33,202.16,151.79,248.11
2025-01-01 16:39:00,103.13,201.93,151.73,247.81
2025-01-01 16:40:00,103.03,202.12,151.87,247.76
2025-01-01 16:41:00,102.86,202.23,152.13,247.75
2025-01-01 16:42:00,102.88,201.88,151.91,247.34
2025-01-01 16:43:00,102.92,201.62,151.72,246.98
2025-01-01 16:44:00,103.07,201.23,151.58,246.41
2025-01-01 16:45:00,103.09,201.14,151.61,246.42
2025-01-01 16:46:00,103.24,201.27,151.76,246.75
2025-01-01 16:47:00,103.18,201.66,151.89,247.08
2025-01-01 16:48:00,103.03,201.63,151.81,247.06
2025-01-01 16:49:00,103.07,201.79,152.08,247.52
2025-01-01 16:50:00,103.14,201.69,151.88,247.02
2025-01-01 16:51:00,103.2,201.49,151.57,246.62
2025-01-01 16:52:00,102.99,201.35,151.57,246.68
2025-01-01 16:53:00,102.92,201.49,151.75,246.86
2025-01-01 16:54:00,102.8,201.44,151.8,246.61
2025-01-01 16:55:00,102.84,201.05,151.4,246.01
2025-01-01 16:56:00,102.85,201.06,151.38,245.88
2025-01-01 16:57:00,102.78,200.77,151.12,245.57
2025-01-01 16:58:00,102.79,200.83,151.19,245.79
2025-01-01 16:59:00,102.69,200.83,151.22,246.06
2025-01-01 17:00:00,102.69,200.55,151.04,245.77
2025-01-01 17:01:00,102.88,200.37,150.87,245.59
2025-01-01 17:02:00,102.79,200.15,150.7,245.47
2025-01-01 17:03:00,102.98,200.06,150.64,245.49
2025-01-01 17:04:00,102.95,200.32,150.57,245.88
2025-01-01 17:05:00,102.78,200.27,150.57,245.67
2025-01-01 17:06:00,102.81,200.32,150.73,245.65
2025-01-01 17:07:00,102.72,200.23,150.62,245.36
2025-01-01 17:08:00,102.73,200.13,150.51,244.97
2025-01-01 17:09:00,102.64,200.15,150.4,245.03
2025-01-01 17:10:00,102.84,199.95,150.37,244.92
2025-01-01 17:11:00,102.78,199.92,150.43,245.01
2025-01-01 17:12:00,102.69,199.72,150.26,244.82
2025-01-01 17:13:00,102.67,199.99,150.64,245.45
2025-01-01 17:14:00,102.63,200.09,150.66,245.38
2025-01-01 17:15:00,102.64,200.04,150.45,245.07
2025-01-01 17:16:00,102.79,200.0,150.45,245.23
2025-01-01 17:17:00,102.89,199.98,150.44,245.25
2025-01-01 17:18:00,102.77,200.01,150.38,245.21
2025-01-01 17:19:00,102.73,200.11,150.45,245.41
2025-01-01 17:20:00,102.77,200.37,150.56,245.63
2025-01-01 17:21:00,102.5,200.5,150.47,245.66
2025-01-01 17:22:00,102.34,200.31,150.39,245.68
2025-01-01 17:23:00,102.48,200.11,150.27,245.68
2025-01-01 17:24:00,102.61,199.68,149.87,245.22
2025-01-01 17:25:00,102.61,199.45,149.55,244.91
2025-01-01 17:26:00,102.67,199.7,149.83,245.19
2025-01-01 17:27:00,102.72,200.18,149.91,245.68
2025-01-01 17:28:00,102.99,199.99,149.96,245.45
2025-01-01 17:29:00,103.08,200.18,150.15,245.72
2025-01-01 17:30:00,103.11,200.18,150.18,245.65
